,Product ID,Country,Company,Factory,Number of Employees
455,1135925001,Indonésie,"D & J TRADING CO.,LTD",PT. Doo San Dunia Busana,1001-1500
456,1155580005,Chine,"Zhejiang Tongli Clothing Co.,Ltd","Zhejiang Tongli Clothing Co., Ltd",2501-3000
457,1154185003,Indonésie,"Hansae Co.,Ltd",PT. Muara Krakatau,1001-1500
458,1161742002,Indonésie,"D & J TRADING CO.,LTD",PT Kreasi Garment Cirebon,1001-1500
459,0967097014,Indonésie,HOP LUN (HK) LTD,PT. Hop Lun Indonesia,2501-3000
460,1183077001,Maroc,VITA COUTURE COMPANY SARL,Vita Conf S.A.R.L,101-500
461,1145298001,Chine,SHANGHAI HUAXIANG W.DR.CO.LTD.,"Lu'An Weihua Garment Co., Ltd - Subu Branch",101-500
462,1015780031,Turquie,SPOT TEKSTIL SAN VE TIC A.S.,ORGI ILETISIM VE TEKSTIL SAN.TIC.LTD.STI.,101-500
463,0776746037,Chine,NINGBO SEDUNO IMP & EXP CO.LTD,"NINGBO SEDUNO GARMENT MANUFACTURE CO.,LTD.",1001-1500
464,1142153003,Myanmar (Birmanie),"Jiangsu Century Liaoyuan Knitted Wear Co., Ltd.","JIU SHENG(MYANMAR) KNITTED WEAR CO. CO.,LTD",2501-3000
465,1126349004,Myanmar (Birmanie),"Gainway International (HK) Co.,Ltd",GAINWAY INTERNATIONAL (MYANMAR) GARMENT COMPANY LIMITED,1001-1500
466,1129527010,Inde,SHIVALIK PRINTS LTD.,"SHIVALIK PRINTS LTD, (PLOT 231/232, SECTOR 58)",1001-1500
467,1110136005,Bangladesh,STERLING DENIMS LTD,Sterling Denim Ltd.,4001-4500
468,1130118006,Chine,"SUZHOU LAOHONG KNITTING GARMENT CO.,LTD.","Chengwu NanRui Fashion Co., Ltd.",501-1000
469,1094168009,Bangladesh,DIVINE DESIGN LTD.,Nafisa Apparels Ltd.,2001-2500
470,1065424008,Inde,SHAHI EXPORT PVT.LTD,SHAHI EXPORTS (UNIT 28),2001-2500
471,1198504001,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,IRF TEKSTIL INSAAT TURIZM GIDA SAN. TIC. LTD. STI.,101-500
472,1161742001,Indonésie,"D & J TRADING CO.,LTD",PT Kreasi Garment Cirebon,1001-1500
473,1176818001,Chine,"SUZHOU WANLI KNITTING CO.,LTD","Heze City Mudan District Wancheng Garment Co., Ltd.",501-1000
474,1176818001,Chine,"SUZHOU WANLI KNITTING CO.,LTD","JUYE WANLI GARMENT CO., LTD.",501-1000
475,1076480005,Chine,HOP LUN (HK) LTD,Hop Lun Fashion (Quannan) Ltd.,1001-1500
476,1143666002,Indonésie,HOP LUN (HK) LTD,PT. Hop Lun Indonesia,2501-3000
477,0943764012,Myanmar (Birmanie),"Gainway International (HK) Co.,Ltd",GAINWAY INTERNATIONAL (MYANMAR) GARMENT COMPANY LIMITED,1001-1500
478,1143670002,Bangladesh,Q COLLECTION PTE. LTD,SQ Birichina Ltd,5001-5500
479,1157808002,Cambodge,NINGBO SEDUNO IMP & EXP CO.LTD,"Seduno Investment Cambo Fashion Co.,Ltd.",501-1000
480,1153087001,Myanmar (Birmanie),TIAN YU SHOES INTERNATIONAL  COMPANY LIMITED,"Tian Yu International Co.,LTD",2001-2500
481,1039132009,Indonésie,PT. Dreamwear,PT. Dreamwear,1001-1500
482,1155189002,Chine,NINGBO SEDUNO IMP & EXP CO.LTD,"NINGBO SEDUNO GARMENT MANUFACTURE CO.,LTD.",1001-1500
483,1143660001,Bangladesh,APEX LINGERIE LIMITED,Apex Lingerie Ltd.,3501-4000
484,1164882002,Chine,"SUZHOU LAOHONG KNITTING GARMENT CO.,LTD.","Chengwu NanRui Fashion Co., Ltd.",501-1000
485,1164882002,Chine,"SUZHOU LAOHONG KNITTING GARMENT CO.,LTD.","Dingtao Wanheng Knitting Fashion Co .,Ltd.",101-500
486,0762470314,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,ALPSU ORDU TEKSTIL KONFEKSIYON SANAYI VE TICARET LIMITED SIRKETI,N/A
487,0762470314,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,I.E.G.S IC GIYIM MOB.INS.GIDA VE DAH.TIC.A.S.,1-100
488,0762470314,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,KEPSIL TEKSTIL KONFEKSYON SANAYI VE TICARET LIMITED SIRKETI,101-500
489,0929321031,Indonésie,"MAKALOT INDUSTRIAL CO.,LTD",PT. Glory Industrial Semarang Demak,6501-7000
490,1049251016,Bangladesh,HAMS GARMENTS LTD.,HAMS GARMENTS LTD.,4501-5000
491,1130072004,Vietnam,"Namyang International Co.,LTD","NY Hoa Viet Co., Ltd.",2001-2500
492,1146387001,Bangladesh,MATRIX SWEATERS LIMITED,Raidha Collections Ltd,4001-4500
493,1164574001,Chine,SERENDIPITY INTERNATIONAL TRADING LTD.,"Anhui Sida Silk Garment Co., Ltd.",101-500
494,1164574001,Chine,SERENDIPITY INTERNATIONAL TRADING LTD.,Chuzhou Sida Silk Garment Co,101-500
495,1167701004,Chine,SERENDIPITY INTERNATIONAL TRADING LTD.,"Changshu Silk Gmts Co., Ltd",101-500
496,1137680003,Myanmar (Birmanie),Real Hope International Limited,Kingsrich (Myanmar) Fashion Limited,2001-2500
497,0776746036,Chine,NINGBO SEDUNO IMP & EXP CO.LTD,"NINGBO SEDUNO GARMENT MANUFACTURE CO.,LTD.",1001-1500
498,1164189002,Chine,Hangzhou Wangsheng Garments Co Ltd.,Hangzhou Wangsheng Garments Co. Ltd,101-500
499,1123625006,Bangladesh,APEX TEXTILE PRINTING MILLS LTD.,Apex Textile Printing Mills Ltd.,4501-5000
500,1164466001,Chine,Yunhan International (HK) Limited,"Suzhou Xijin Fashion Co.,Ltd",101-500
501,1146865004,Chine,"FLY EARTH CO.,LTD.",SHANGHAI CELEFIT LIMITED COMPANY,101-500
502,1156069004,Bangladesh,NEWAGE APPARELS LIMITED,NEWAGE APPARELS LIMITED,6001-6500
503,1158470003,Chine,Yunhan International (HK) Limited,"Anhui Lexthon Apparel Co., Ltd.",1001-1500
504,1076480006,Chine,HOP LUN (HK) LTD,Hop Lun Fashion (Quannan) Ltd.,1001-1500
505,1157808001,Cambodge,NINGBO SEDUNO IMP & EXP CO.LTD,"Seduno Investment Cambo Fashion Co.,Ltd.",501-1000
506,1162120001,Chine,NINGBO SEDUNO IMP & EXP CO.LTD,"NINGBO SEDUNO GARMENT MANUFACTURE CO.,LTD.",1001-1500
507,1156720004,Chine,SHANGHAI HUAXIANG W.DR.CO.LTD.,Funan huaxiang,501-1000
508,1131593004,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,ALPSU ORDU TEKSTIL KONFEKSIYON SANAYI VE TICARET LIMITED SIRKETI,N/A
509,1131593004,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,EZKA TEKSTIL TURIZM GIDA SAN. VE DIS TIC. LTD.,101-500
510,1131593004,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,MED TEKSTIL SUBE - MEHMET SIRAC DEGIRMENCI,101-500
511,1140021004,Inde,SHIVALIK PRINTS LTD.,"SHIVALIK PRINTS LTD, (PLOT 231/232, SECTOR 58)",1001-1500
512,1175999001,Turquie,SELEKSIYON TEKSTIL SAN VE TIC A.S,OSKA DIKIM TEKSTIL INSAAT GIDA SAN. VE TIC. LTD. STI.,101-500
513,1163470002,Chine,Yunhan International (HK) Limited,"Suzhou Yunhan Fashion First Branch Co,Ltd",101-500
514,1156771002,Myanmar (Birmanie),"Gainway International (HK) Co.,Ltd",GAINWAY INTERNATIONAL (MYANMAR) GARMENT COMPANY LIMITED,1001-1500
515,1171752003,Chine,"SUZHOU LAOHONG KNITTING GARMENT CO.,LTD.","Shandong Wanli Fashion Co.,Ltd Jiu Nv Subsidiary",501-1000
516,1129988003,Chine,"Wuhan Winsome Knitting Industrial  Co., Ltd.","Wuhan Winsome Knitting Industrial CO., Ltd.",501-1000
517,1030655006,Indonésie,KUKDONG CORPORATION,PT. SEMARANG GARMENT,3501-4000
518,1159008002,Chine,SUNNY RAY MANAGEMENT GROUP LIMITED,"Shandong Jierui Textile Technology Co., Ltd.",101-500
519,1196462002,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,ALPSU ORDU TEKSTIL KONFEKSIYON SANAYI VE TICARET LIMITED SIRKETI,N/A
520,1153656005,Inde,QUANTUM KNITS-3 (A UNIT OF KPR MILL LIMITED),QUANTUM KNITS 3,4501-5000
521,1145738002,Bangladesh,HOP LUN (HK) LTD,Hop Yick ( Bangladesh) limited,8501-9000
522,1164406003,Bangladesh,"MERIM CO., LIMITED",MERIM CO. LTD,4001-4500
523,1164406003,Bangladesh,SEJEE COMPANY LIMITED,MERIM CO. LTD,4001-4500
524,1164406003,Bangladesh,SEJEE COMPANY LIMITED,Merimo Limited,1501-2000
525,1147832001,Myanmar (Birmanie),WANHE GARMENT COMPANY LIMITED,"YANGON WAN PING GARMENT CO.,LTD",1001-1500
526,1129986002,Chine,"Wuhan Winsome Knitting Industrial  Co., Ltd.","Wuhan Winsome Knitting Industrial CO., Ltd.",501-1000
527,0943764013,Myanmar (Birmanie),"Gainway International (HK) Co.,Ltd",GAINWAY INTERNATIONAL (MYANMAR) GARMENT COMPANY LIMITED,1001-1500
528,1128588004,Bangladesh,IRIS FABRICS LTD.,IRIS FABRICS LIMITED,4501-5000
529,1139778003,Pakistan,NISHAT MILLS LIMITED,NISHAT MILLS LIMITED (APPAREL DIVISION),6001-6500
530,1123777003,Bangladesh,ORBITEX KNITWEAR LIMITED,FRIENDS KNITTINGS LTD.,3501-4000
531,1002471040,Bangladesh,FAKIR FASHION LTD,Fakir Fashion,N/A
532,1141200004,Bangladesh,DIVINE DESIGN LTD.,Nafisa Apparels Ltd.,2001-2500
533,1191105001,Turquie,UGUR BALKUV TRIKO SAN. VE TIC. A.S.,UGUR BALKUV TRIKO SAN TIC LTD STI - DUDULLU FACTORY,501-1000
534,1115592013,Bangladesh,Q COLLECTION PTE. LTD,SQ Birichina Ltd,5001-5500
535,1115592013,Bangladesh,SQ BIRICHINA LIMITED,SQ Birichina Ltd,5001-5500
536,1154467001,Bangladesh,FAKIR KNITWEARS LTD.,FAKIR KNITWEARS LTD.,7501-8000
537,1154467001,Inde,SHAKTHI KNITTING PRIVATE LIMITED,SHAKTHI KNITTING (Unit Bloomsberg),501-1000
538,0928322111,Vietnam,CRYSTAL MARTIN (HONG KONG) LTD,"CRYSTAL MARTIN (VIETNAM) CO.,LTD",5501-6000
539,1030655009,Indonésie,KUKDONG CORPORATION,PT. SEMARANG GARMENT,3501-4000
540,1164762003,Chine,"SUZHOU LAOHONG KNITTING GARMENT CO.,LTD.","Dingtao Wanheng Knitting Fashion Co .,Ltd.",101-500
541,1151507002,Chine,"FLY EARTH CO.,LTD.",SHANGHAI CELEFIT LIMITED COMPANY,101-500
542,1156793004,Chine,SERENDIPITY INTERNATIONAL TRADING LTD.,Chuzhou Sida Silk Garment Co,101-500
543,1058346007,Myanmar (Birmanie),Bright Sunshine International Co  Ltd,"Saung Oo Shwe Nay(Golden Sunshine) Co.,Ltd",3001-3500
544,1164882001,Chine,"SUZHOU LAOHONG KNITTING GARMENT CO.,LTD.","Shandong Wanxin Fashion Co.,Ltd",101-500
545,1158927002,Indonésie,"Hansae Co.,Ltd",PT. Bomin Permata Abadi,2001-2500
546,1140325003,Cambodge,"DAKOTA IND. CO. LTD.,",Vanco Industrial Company Ltd (Cambodia),2501-3000
547,1174789001,Chine,Hangzhou Wangsheng Garments Co Ltd.,Hangzhou Wangsheng Garments Co. Ltd,101-500
548,1136437006,Inde,LE-SHARK GLOBAL LLP,LE SHARK GLOBAL LLP - UNIT 1,1001-1500
549,1154509003,Bangladesh,ASWAD COMPOSITE MILLS LTD.,ASWAD COMPOSITE MILLS LTD. ( U-2),2001-2500
550,1160003001,Chine,NINGBO SEDUNO IMP & EXP CO.LTD,"NINGBO SEDUNO GARMENT MANUFACTURE CO.,LTD.",1001-1500
551,1170059002,Bangladesh,FAKIR KNITWEARS LTD.,FAKIR KNITWEARS LTD.,7501-8000
552,1170059002,Bangladesh,REEDISHA KNITEX LTD,Reedisha Knitex Ltd,3001-3500
553,1150375001,Vietnam,CRYSTAL MARTIN (HONG KONG) LTD,"CRYSTAL MARTIN (VIETNAM) CO.,LTD",5501-6000
554,1115620006,Indonésie,KUKDONG CORPORATION,PT. SEMARANG GARMENT,3501-4000
555,1161111001,Chine,"SUZHOU WANLI KNITTING CO.,LTD","Heze City Mudan District Wancheng Garment Co., Ltd.",501-1000
556,1059266006,Bangladesh,APEX LINGERIE LIMITED,Apex Lingerie Ltd.,3501-4000
557,1158836001,Chine,"Zhejiang Bangjie Digital Knitting  Co., Ltd","Zhejiang Bangjie Digital Knitting Co., Ltd",1001-1500
558,1143660005,Bangladesh,APEX LINGERIE LIMITED,Apex Lingerie Ltd.,3501-4000
559,1131293003,Chine,"HANGZHOU BAOFENG IMP.&EXP. CO., LTD","HANGZHOU KAIXIU TEXTILES CO., LTD",1-100
560,1195782001,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,ALZ TEKSTIL INSAAT SANAYI VE TICARET LTD STI,1-100
561,1144001002,Indonésie,BRA PRO LIMITED,PT. FAST MANUFACTURING,1001-1500
562,1134175003,Chine,"Wooyang Shoes Trading Co., LTD",RUILI COMPANY LIMITED,101-500
563,1164047003,Cambodge,NINGBO SEDUNO IMP & EXP CO.LTD,"Seduno Investment Cambo Fashion Co.,Ltd.",501-1000
564,1183771001,Chine,Yunhan International (HK) Limited,"Anhui Lexthon Apparel Co., Ltd.",1001-1500
565,1144976009,Cambodge,"DAKOTA IND. CO. LTD.,","Eastex Garment Co., Ltd (Cambodia)",2001-2500
566,1184791003,Turquie,BOLERO TEKSTIL SANAYI VE DIS TIC.A.S.,GOKSU DAMLA TEKSTIL KONFEKSIYON SAN. ve TIC. LTD.STI.,101-500
567,1184791003,Turquie,BOLERO TEKSTIL SANAYI VE DIS TIC.A.S.,KAYA GIYIM KONFEKSIYON LTD STI,101-500
568,0928322110,Vietnam,CRYSTAL MARTIN (HONG KONG) LTD,"CRYSTAL MARTIN (VIETNAM) CO.,LTD",5501-6000
569,1173103002,Indonésie,PT Sari Warna Asli Textile Industry,PT. Sari Warna Asli Textile Industry,2001-2500
570,1158927001,Indonésie,"Hansae Co.,Ltd",PT. Bomin Permata Abadi,2001-2500
571,1121065012,Myanmar (Birmanie),WANHE GARMENT COMPANY LIMITED,WANHE GARMENT COMPANY LIMITED,4001-4500
572,1143719001,Bangladesh,VERTEX WEAR LTD.,Vertex Wear Limited.,4501-5000
573,0776746035,Chine,NINGBO SEDUNO IMP & EXP CO.LTD,"NINGBO SEDUNO GARMENT MANUFACTURE CO.,LTD.",1001-1500
574,1160495002,Cambodge,NINGBO SEDUNO IMP & EXP CO.LTD,"SEDUNO CAMBO KNITTING CO.,LTD",2001-2500
575,1129032003,Indonésie,"D & J TRADING CO.,LTD",PT. Doo San Jaya Sukabumi,3501-4000
576,1122069003,Bangladesh,MG SHIRTEX LIMITED.,MG Shirtex Ltd,1001-1500
577,1182180002,Chine,NINGBO SEDUNO IMP & EXP CO.LTD,"NINGBO SEDUNO GARMENT MANUFACTURE CO.,LTD.",1001-1500
578,1198400001,Turquie,SUN TEKSTIL SAN.VE TIC. A.S.,CLS TEKSTIL SAN TIC AS,101-500
579,1175980001,Chine,Yunhan International (HK) Limited,"Suzhou Xijin Fashion Co.,Ltd",101-500
580,1167592001,Bangladesh,ALLIANCE STITCHES LIMITED,Alliance Stitches Ltd.,1001-1500
581,1168890001,Chine,"Zhejiang Tongli Clothing Co.,Ltd","Zhejiang Tongli Clothing Co., Ltd",2501-3000
582,1135356004,Bangladesh,FAKIR KNITWEARS LTD.,FAKIR KNITWEARS LTD.,7501-8000
583,1135356004,Bangladesh,IRIS FABRICS LTD.,IRIS FABRICS LIMITED,4501-5000
584,1155896002,Pakistan,ARTISTIC APPARELS (PVT) LTD.,ARTISTIC APPARELS (PVT) LTD.,2001-2500
585,1171004003,Bangladesh,HAMS GARMENTS LTD.,HAMS GARMENTS LTD.,4501-5000
586,1182169002,Chine,NINGBO SEDUNO IMP & EXP CO.LTD,"NINGBO SEDUNO YUKANG FASHION  CO., LTD",101-500
587,1144763003,Cambodge,"DAKOTA IND. CO. LTD.,","Eastex Garment Co., Ltd (Cambodia)",2001-2500
588,1161640001,Bangladesh,NEWAGE APPARELS LIMITED,NEWAGE APPARELS LIMITED,6001-6500
589,1114608006,Indonésie,PT BUSANAREMAJA AGRACIPTA,PT. Busanaremaja Agracipta - Yogyakarta (Unit 1),2501-3000
590,1139739003,Chine,Gold Star Fashion Limited,"Jining Litian Garments Co., Ltd.",101-500
591,0937413014,Bangladesh,UNIVERSAL LINGERIE SOURCING LTD,INTIMATE APPARELS LTD,3501-4000
592,1110152002,Bangladesh,A.K.M. KNIT WEAR LTD.,A.K.M. Knit Wear Ltd.,N/A
593,1144751001,Chine,NINGBO SEDUNO IMP & EXP CO.LTD,"NINGBO SEDUNO GARMENT MANUFACTURE CO.,LTD.",1001-1500
594,1144751001,Turquie,SUN TEKSTIL SAN.VE TIC. A.S.,SINPA TURIZM TEKSTIL HAYVANCILIK INSAAT GIDA SAN.TIC.LTD.STI,101-500
595,1145855003,Chine,Winson Universal Limited,Winson Universal (Jiang Xi) Industry Ltd.,1001-1500
596,1136382002,Chine,"Wooyang Shoes Trading Co., LTD",RUILI COMPANY LIMITED,101-500
597,1134472002,Chine,"FLY EARTH CO.,LTD.","Shuyang Bloomfit Industrial & Trading Co., Ltd.",101-500
598,1128579004,Myanmar (Birmanie),Active Pleasure Limited,Pak Chun Industrial Limited,501-1000
599,1128579004,Vietnam,NINGBO SEDUNO IMP & EXP CO.LTD,"HONG KONG FORTUNATE (VIETNAM) FASHION CO.,LTD",1001-1500
600,1161121001,Chine,"Wooyang Shoes Trading Co., LTD",RUILI COMPANY LIMITED,101-500
601,1123078006,Bangladesh,HOP LUN (HK) LTD,Hop Lun Apparel Limited,6001-6500
602,1123078006,Bangladesh,HOP YICK (BANGLADESH) LIMITED,Hop Yick ( Bangladesh) limited,8501-9000
603,1132163001,Chine,Zhejiang Kaijia Crafts Co Ltd,"ZHEJIANG KAIJIA CRAFTS CO.,LTD",101-500
604,1156896001,Indonésie,BRA PRO LIMITED,PT. FAST MANUFACTURING,1001-1500
605,1137030001,Myanmar (Birmanie),TIAN YU SHOES INTERNATIONAL  COMPANY LIMITED,"Tian Yu International Co.,LTD",2001-2500
606,1161508003,Chine,NINGBO SEDUNO IMP & EXP CO.LTD,"NINGBO SEDUNO GARMENT MANUFACTURE CO.,LTD.",1001-1500
607,1147449006,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,AKAR TEKSTIL GIDA VE TURIZM SANAYI TICARET ANONIM SIRKET,501-1000
608,1147449006,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,EZKA TEKSTIL TURIZM GIDA SAN. VE DIS TIC. LTD.,101-500
609,1147449006,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,KUZEY KAFKAS TEKSTIL -  Cagatay Uysal,101-500
610,1150835001,Indonésie,BRA PRO LIMITED,PT. FAST MANUFACTURING,1001-1500
611,1135364012,Inde,SHAKTHI KNITTING PRIVATE LIMITED,SHAKTHI KNITTING (Unit Bloomsberg),501-1000
612,1161644001,Chine,Yunhan International (HK) Limited,"Suzhou Yunhan Fashion First Branch Co,Ltd",101-500
613,1173670002,Chine,SERENDIPITY INTERNATIONAL TRADING LTD.,"Serendipity Fashion Co.,ltd",101-500
614,1084218009,Bangladesh,DIVINE DESIGN LTD.,Nafisa Apparels Ltd.,2001-2500
615,1173451003,Chine,NINGBO SEDUNO IMP & EXP CO.LTD,"Ningbo Orient Hongye Knit Co.,Ltd",501-1000
616,1173451003,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,FAYSAL TASKIN TASKIN TEKSTIL SANAYI VE TICARET LIMITED SIRKETI,101-500
617,1173451003,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,KUZEY KAFKAS TEKSTIL -  Cagatay Uysal,101-500
618,1173451003,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,MOLA TEKSTIL,101-500
619,1173451003,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,NIKSAR ASLAN TEKSTIL SANAYI VE TICARET LIMITED SIRKETI,101-500
620,1060964004,Bangladesh,SILK ROUTE SOURCING LIMITED.,Tarasima Apparels Limited,7001-7500
621,1060964004,Bangladesh,TARASIMA APPARELS LTD.,Tarasima Apparels Limited,7001-7500
622,1157805002,Chine,NINGBO SEDUNO IMP & EXP CO.LTD,"NINGBO SEDUNO YUKANG FASHION  CO., LTD",101-500
623,1084229012,Bangladesh,DIVINE DESIGN LTD.,Nafisa Apparels Ltd.,2001-2500
624,1161951002,Chine,Yunhan International (HK) Limited,"Suzhou Yunhan Fashion First Branch Co,Ltd",101-500
625,1153290001,Chine,HANGZHOU JIAYI GARMENT COMPANY LTD,HANGZHOU JIAYI GARMENT COMPANY LTD,501-1000
626,1070832006,Myanmar (Birmanie),TIAN YU SHOES INTERNATIONAL  COMPANY LIMITED,"Tian Yu International Co.,LTD",2001-2500
627,1153745001,Chine,"Wooyang Shoes Trading Co., LTD",RUILI COMPANY LIMITED,101-500
628,1147832003,Chine,"SUZHOU LAOHONG KNITTING GARMENT CO.,LTD.","Dingtao Wanheng Knitting Fashion Co .,Ltd.",101-500
629,1173432001,Indonésie,"D & J TRADING CO.,LTD",PT. Doo San Jaya Sukabumi,3501-4000
630,1130118003,Chine,"SUZHOU LAOHONG KNITTING GARMENT CO.,LTD.","Chengwu NanRui Fashion Co., Ltd.",501-1000
631,1135085004,Chine,"Jiangsu Century Liaoyuan Knitted Wear Co., Ltd.",Jiangsu Century Liaoyuan Knitted Wear Co.Ltd.,101-500
632,1135085004,Myanmar (Birmanie),"Jiangsu Century Liaoyuan Knitted Wear Co., Ltd.","JIU SHENG(MYANMAR) KNITTED WEAR CO. CO.,LTD",2501-3000
633,1114253007,Chine,"SUZHOU LAOHONG KNITTING GARMENT CO.,LTD.","Shandong Wanli Fashion Co.,Ltd Jiu Nv Subsidiary",501-1000
634,1114253007,Chine,"SUZHOU LAOHONG KNITTING GARMENT CO.,LTD.","Suzhou Laohong knitting garment Co. , Ltd. NO.1 own fty",101-500
635,1158221002,Chine,HANGZHOU JIAYI GARMENT COMPANY LTD,HANGZHOU JIAYI GARMENT COMPANY LTD,501-1000
636,1140325001,Cambodge,"DAKOTA IND. CO. LTD.,",Vanco Industrial Company Ltd (Cambodia),2501-3000
637,1089883003,Chine,"NINGBO FREE TRADE ZONE Q'S INNER WEAR CO.,LTD",NINGBO K&A TECHNOLOGY CORPORATION LIMITED,101-500
638,1185691004,Indonésie,PT Sari Warna Asli Textile Industry,PT. Sari Warna Asli Textile Industry,2001-2500
639,1138833005,Bangladesh,AKH KNITTING & DYEING LTD.,AKH KNITTING & DYEING LTD.,6501-7000
640,1134783008,Inde,Indian Designs Exports Pvt Ltd,Indian Design Export Pvt Ltd unit 9,1501-2000
641,1194781001,Turquie,SELEKSIYON TEKSTIL SAN VE TIC A.S,OSKA DIKIM TEKSTIL INSAAT GIDA SAN. VE TIC. LTD. STI.,101-500
642,1026876009,Pakistan,SOORTY ENTERPRISES (PVT.) LTD,SOORTY ENTERPRISES (PVT) LTD,3501-4000
643,1141089001,Chine,"Putian Sinosun Imp & Exp. Co., ltd","PUTIAN SHUANGMEI FOOTWEAR CO.,LTD",101-500
644,1130461006,Chine,"SUZHOU WANLI KNITTING CO.,LTD","Heze City Mudan District Wancheng Garment Co., Ltd.",501-1000
645,1075646028,Bangladesh,Q COLLECTION PTE. LTD,SQ Birichina Ltd,5001-5500
646,1075646028,Bangladesh,SQ BIRICHINA LIMITED,SQ Birichina Ltd,5001-5500
647,1072374007,Cambodge,"DAKOTA IND. CO. LTD.,","Eastex Garment Co., Ltd (Cambodia)",2001-2500
648,1145833001,Bangladesh,APEX TEXTILE PRINTING MILLS LTD.,Apex Textile Printing Mills Ltd.,4501-5000
649,1116753007,Chine,"Zhejiang Bangjie Digital Knitting  Co., Ltd","Zhejiang Bangjie Digital Knitting Co., Ltd",1001-1500
650,1162521001,Chine,"SUZHOU LAOHONG KNITTING GARMENT CO.,LTD.","Shandong Wanxin Fashion Co.,Ltd",101-500
651,1143649005,Bangladesh,CRYSTAL MARTIN (HONG KONG) LTD,Crystal Martin Apparel Bangladesh Ltd.,3001-3500
652,1169571001,Bangladesh,SHARMIN APPARELS LTD.,Sharmin Apparels Ltd,7501-8000
653,1146395001,Indonésie,HOP LUN (HK) LTD,PT. Hop Lun Indonesia,2501-3000
654,1155748005,Bangladesh,A.K.M. KNIT WEAR LTD.,A.K.M. Knit Wear Ltd.,N/A
655,1150536006,Bangladesh,STERLING STYLES LTD,STERLING STYLES LTD,4001-4500
656,1150536006,Bangladesh,STERLING STYLES LTD,Sterling Denim Ltd.,4001-4500
657,0778062016,Vietnam,"JASAN TEXTILE & DYEING ( VIETNAM)   CO., LTD","JASAN TEXTILE & DYEING (VIET NAM) CO.,LTD",501-1000
658,1168764001,Chine,Hong Kong Tai Yuk Trading Limited,"HANDAN CITY BAOZU SHOES CO., LTD",501-1000
659,1156872001,Inde,VAMANI OVERSEAS PVT LTD,Vamani Overseas Pvt Ltd Unit 2,1001-1500
660,1153095001,Chine,NINGBO SEDUNO IMP & EXP CO.LTD,"NINGBO SEDUNO YUKANG FASHION  CO., LTD",101-500
661,1163965001,Chine,SHANGHAI HUAXIANG W.DR.CO.LTD.,Funan huaxiang,501-1000
662,1163965001,Chine,SHANGHAI HUAXIANG W.DR.CO.LTD.,"Lu'An Weihua Garment Co., Ltd - Subu Branch",101-500
663,0980930031,Bangladesh,IRIS FABRICS LTD.,IRIS FABRICS LIMITED,4501-5000
664,0980930031,Inde,QUANTUM KNITS-3 (A UNIT OF KPR MILL LIMITED),QUANTUM KNITS 3,4501-5000
665,0980930031,Inde,SHAKTHI KNITTING PRIVATE LIMITED,SHAKTHI KNITTING (Unit Bloomsberg),501-1000
666,0773757020,Chine,SERENDIPITY INTERNATIONAL TRADING LTD.,"Changshu Silk Gmts Co., Ltd",101-500
667,1134790001,Chine,"Qingdao HYC Apparel Co., Ltd","Qingdao HYC Apparel Co., Ltd",501-1000
668,1149170001,Chine,Gold Star Fashion Limited,"Henan Newasia Garment Co.,Ltd",2001-2500
669,1149170001,Chine,Gold Star Fashion Limited,"Shandong Lida Garment Co., Ltd.",101-500
670,1127521006,Indonésie,PT BUSANAREMAJA AGRACIPTA,PT. Busanaremaja Agracipta - Yogyakarta (Unit 1),2501-3000
671,1165281001,Indonésie,"D & J TRADING CO.,LTD",PT. Doo San Jaya Sukabumi,3501-4000
672,1157805001,Chine,NINGBO SEDUNO IMP & EXP CO.LTD,"NINGBO SEDUNO YUKANG FASHION  CO., LTD",101-500
673,1180245001,Chine,HANGZHOU JIAYI GARMENT COMPANY LTD,HANGZHOU JIAYI GARMENT COMPANY LTD,501-1000
674,1153415002,Bangladesh,PIMKIE APPARELS LTD,PIMKIE APPARELS LTD.,1501-2000
675,1172365001,Chine,SERENDIPITY INTERNATIONAL TRADING LTD.,Jiangsu Boshiman Co,101-500
676,1148345002,Bangladesh,FOUNTAIN GARMENTS MANUFACTURING  LTD.,Fountain Garments Manufacturing Ltd,3501-4000
